ontology,root,fragment,text,llm_text,statements,llm
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#VegetarianPizzaEquivalent2,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:vegetarian_pizza_equivalent2 a owl:Class ;
    rdfs:comment ""An alternative to VegetarianPizzaEquiv1 that does not require a definition of VegetarianTopping. Perhaps more difficult to maintain. Not equivalent to VegetarianPizza ""@en ;
    owl:equivalentClass [ a owl:Class ;
            owl:intersectionOf [ rdf:first :pizza ;
                    rdf:rest [ rdf:first [ a owl:Restriction ;
                                    owl:allValuesFrom [ a owl:Class ;
                                            owl:unionOf [ rdf:first :fruit_topping ;
                                                    rdf:rest [ rdf:first :herb_spice_topping ;
                                                            rdf:rest [ rdf:first :nut_topping ;
                                                                    rdf:rest [ rdf:first :sauce_topping ;
                                                                            rdf:rest [ rdf:first :vegetable_topping ;
                                                                                    rdf:rest [ rdf:first :cheese_topping ;
                                                                                            rdf:rest :nil ] ] ] ] ] ] ] ;
                                    owl:onProperty :has_topping ] ;
                            rdf:rest :nil ] ] ] .

","vegetarian pizza equivalent2 is same as all of (a pizza, and only has topping any of (a fruit topping, and a herb spice topping, and a nut topping, and a sauce topping, and a vegetable topping, and a cheese topping)).","A vegetarian pizza is equivalent to a pizza that only has toppings such as fruit, herbs and spices, nuts, sauces, vegetables, and cheese.",1,gpt-4o
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#LeekTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .

:leek_topping a owl:Class ;
    owl:disjointWith :artichoke_topping,
        :asparagus_topping,
        :caper_topping,
        :garlic_topping,
        :mushroom_topping,
        :olive_topping,
        :onion_topping,
        :pepper_topping,
        :petit_pois_topping,
        :rocket_topping,
        :spinach_topping,
        :tomato_topping .

[] a owl:Restriction ;
    owl:onProperty :has_spiciness ;
    owl:someValuesFrom :mild .

","leek topping is a type of a vegetable topping.
leek topping is a type of at least has spiciness some a mild.
leek topping is different from (a pepper topping, and a petit pois topping, and a spinach topping, and a caper topping, and a garlic topping, and a mushroom topping, and a tomato topping, and a rocket topping, and an onion topping, and an olive topping, and an asparagus topping, and an artichoke topping).","Leek topping is a type of vegetable topping that has at least some mild spiciness. It is distinct from pepper topping, petit pois topping, spinach topping, caper topping, garlic topping, mushroom topping, tomato topping, rocket topping, onion topping, olive topping, asparagus topping, and artichoke topping.",3,gpt-4o
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#JalapenoPepperTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .

:jalapeno_pepper_topping a owl:Class ;
    owl:disjointWith :green_pepper_topping,
        :peperonata_topping,
        :sweet_pepper_topping .

[] a owl:Restriction ;
    owl:onProperty :has_spiciness ;
    owl:someValuesFrom :hot .

","jalapeno pepper topping is a type of a pepper topping.
jalapeno pepper topping is a type of at least has spiciness some a hot.
jalapeno pepper topping is different from (a peperonata topping, and a green pepper topping, and a sweet pepper topping).","Jalapeno pepper topping is a type of pepper topping that has some level of spiciness, specifically hot. It is distinct from peperonata topping, green pepper topping, and sweet pepper topping.",3,gpt-4o
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#ArtichokeTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .

:artichoke_topping a owl:Class ;
    owl:disjointWith :asparagus_topping,
        :caper_topping,
        :garlic_topping,
        :leek_topping,
        :mushroom_topping,
        :olive_topping,
        :onion_topping,
        :pepper_topping,
        :petit_pois_topping,
        :rocket_topping,
        :spinach_topping,
        :tomato_topping .

[] a owl:Restriction ;
    owl:onProperty :has_spiciness ;
    owl:someValuesFrom :mild .

","artichoke topping is a type of a vegetable topping.
artichoke topping is a type of at least has spiciness some a mild.
artichoke topping is different from (a pepper topping, and a petit pois topping, and a leek topping, and a spinach topping, and a caper topping, and a garlic topping, and a mushroom topping, and a tomato topping, and an asparagus topping, and an onion topping, and an olive topping, and a rocket topping).","Artichoke topping is a type of vegetable topping that has a mild level of spiciness. It is distinct from pepper topping, petit pois topping, leek topping, spinach topping, caper topping, garlic topping, mushroom topping, tomato topping, asparagus topping, onion topping, olive topping, and rocket topping.",3,gpt-4o
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#SundriedTomatoTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .

:sundried_tomato_topping a owl:Class ;
    owl:disjointWith :sliced_tomato_topping .

[] a owl:Restriction ;
    owl:onProperty :has_spiciness ;
    owl:someValuesFrom :mild .

","sundried tomato topping is a type of a tomato topping.
sundried tomato topping is a type of at least has spiciness some a mild.
sundried tomato topping is different from a sliced tomato topping.",Sundried tomato topping is a type of tomato topping that has at least some mild spiciness. It is distinct from a sliced tomato topping.,3,gpt-4o
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#FourSeasons,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .

:four_seasons a owl:Class ;
    owl:disjointWith :american,
        :american_hot,
        :cajun,
        :capricciosa,
        :caprina,
        :fiorentina,
        :frutti_di_mare,
        :giardiniera,
        :la_reine,
        :margherita,
        :mushroom,
        :napoletana,
        :parmense,
        :pollo_ad_astra,
        :prince_carlo,
        :quattro_formaggi,
        :rosa,
        :siciliana,
        :sloppy_giuseppe,
        :soho,
        :unclosed_pizza,
        :veneziana .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :tomato_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :anchovies_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :mushroom_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :peperoni_sausage_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :mozzarella_topping .

[] a owl:Restriction ;
    owl:allValuesFrom [ a owl:Class ;
            owl:unionOf [ rdf:first :anchovies_topping ;
                    rdf:rest [ rdf:first :caper_topping ;
                            rdf:rest [ rdf:first :mozzarella_topping ;
                                    rdf:rest [ rdf:first :mushroom_topping ;
                                            rdf:rest [ rdf:first :olive_topping ;
                                                    rdf:rest [ rdf:first :peperoni_sausage_topping ;
                                                            rdf:rest [ rdf:first :tomato_topping ;
                                                                    rdf:rest :nil ] ] ] ] ] ] ] ] ;
    owl:onProperty :has_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :caper_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :olive_topping .

","four seasons is a type of a named pizza.
four seasons is a type of at least has topping some a caper topping.
four seasons is a type of at least has topping some a mozzarella topping.
four seasons is a type of at least has topping some a mushroom topping.
four seasons is a type of at least has topping some a peperoni sausage topping.
four seasons is a type of at least has topping some a tomato topping.
four seasons is a type of at least has topping some an anchovies topping.
four seasons is a type of at least has topping some an olive topping.
four seasons is a type of only has topping any of (an anchovies topping, and a caper topping, and a mozzarella topping, and a mushroom topping, and an olive topping, and a peperoni sausage topping, and a tomato topping).
four seasons is different from (a la reine, and a frutti di mare, and a fiorentina, and a margherita, and an american hot, and a veneziana, and a sloppy giuseppe, and an unclosed pizza, and a mushroom, and a caprina, and a pollo ad astra, and a cajun, and a giardiniera, and an american, and a prince carlo, and a capricciosa, and a siciliana, and a parmense, and a rosa, and a soho, and a quattro formaggi, and a napoletana).","Four Seasons is a type of pizza that includes at least some of the following toppings: capers, mozzarella, mushrooms, pepperoni sausage, tomatoes, anchovies, and olives. It exclusively features these toppings and is distinct from other pizzas such as La Reine, Frutti di Mare, Fiorentina, Margherita, American Hot, Veneziana, Sloppy Giuseppe, and others like Caprina, Pollo ad Astra, Cajun, Giardiniera, American, Prince Carlo, Capricciosa, Siciliana, Parmense, Rosa, Soho, Quattro Formaggi, and Napoletana.",10,gpt-4o
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#Napoletana,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .

:napoletana a owl:Class ;
    owl:disjointWith :american,
        :american_hot,
        :cajun,
        :capricciosa,
        :caprina,
        :fiorentina,
        :four_seasons,
        :frutti_di_mare,
        :giardiniera,
        :la_reine,
        :margherita,
        :mushroom,
        :parmense,
        :pollo_ad_astra,
        :prince_carlo,
        :quattro_formaggi,
        :rosa,
        :siciliana,
        :sloppy_giuseppe,
        :soho,
        :unclosed_pizza,
        :veneziana .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :anchovies_topping .

[] a owl:Restriction ;
    owl:allValuesFrom [ a owl:Class ;
            owl:unionOf [ rdf:first :anchovies_topping ;
                    rdf:rest [ rdf:first :caper_topping ;
                            rdf:rest [ rdf:first :mozzarella_topping ;
                                    rdf:rest [ rdf:first :olive_topping ;
                                            rdf:rest [ rdf:first :tomato_topping ;
                                                    rdf:rest :nil ] ] ] ] ] ] ;
    owl:onProperty :has_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :mozzarella_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :caper_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :tomato_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :olive_topping .

","napoletana is a type of a named pizza.
napoletana is a type of at least has topping some a caper topping.
napoletana is a type of at least has topping some a mozzarella topping.
napoletana is a type of at least has topping some a tomato topping.
napoletana is a type of at least has topping some an anchovies topping.
napoletana is a type of at least has topping some an olive topping.
napoletana is a type of only has topping any of (an anchovies topping, and a caper topping, and a mozzarella topping, and an olive topping, and a tomato topping).
napoletana is different from (a la reine, and a frutti di mare, and a fiorentina, and a margherita, and an american hot, and a sloppy giuseppe, and a veneziana, and an unclosed pizza, and a mushroom, and a caprina, and a pollo ad astra, and a cajun, and a giardiniera, and an american, and a prince carlo, and a capricciosa, and a siciliana, and a parmense, and a rosa, and a soho, and a quattro formaggi, and a four seasons).","Napoletana is a specific type of named pizza. It includes toppings such as capers, mozzarella, tomatoes, anchovies, and olives. This pizza only has these specific toppings and no others. Additionally, the Napoletana pizza is distinct from other varieties like La Reine, Frutti di Mare, Fiorentina, Margherita, American Hot, Sloppy Giuseppe, Veneziana, unclosed pizza, Mushroom, Caprina, Pollo ad Astra, Cajun, Giardiniera, American, Prince Carlo, Capricciosa, Siciliana, Parmense, Rosa, Soho, Quattro Formaggi, and Four Seasons.",8,gpt-4o
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#SauceTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .

:sauce_topping a owl:Class ;
    owl:disjointWith :cheese_topping,
        :fish_topping,
        :fruit_topping,
        :herb_spice_topping,
        :meat_topping,
        :nut_topping,
        :vegetable_topping .

","sauce topping is a type of a pizza topping.
sauce topping is different from (a fruit topping, and a cheese topping, and a herb spice topping, and a meat topping, and a fish topping, and a nut topping, and a vegetable topping).","A sauce topping is a type of pizza topping that is distinct from fruit topping, cheese topping, herb spice topping, meat topping, fish topping, nut topping, and vegetable topping.",2,gpt-4o
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#Margherita,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .

:margherita a owl:Class ;
    owl:disjointWith :american,
        :american_hot,
        :cajun,
        :capricciosa,
        :caprina,
        :fiorentina,
        :four_seasons,
        :frutti_di_mare,
        :giardiniera,
        :la_reine,
        :mushroom,
        :napoletana,
        :parmense,
        :pollo_ad_astra,
        :prince_carlo,
        :quattro_formaggi,
        :rosa,
        :siciliana,
        :sloppy_giuseppe,
        :soho,
        :unclosed_pizza,
        :veneziana .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :mozzarella_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :tomato_topping .

[] a owl:Restriction ;
    owl:allValuesFrom [ a owl:Class ;
            owl:unionOf [ rdf:first :mozzarella_topping ;
                    rdf:rest [ rdf:first :tomato_topping ;
                            rdf:rest :nil ] ] ] ;
    owl:onProperty :has_topping .

","margherita is a type of a named pizza.
margherita is a type of at least has topping some a mozzarella topping.
margherita is a type of at least has topping some a tomato topping.
margherita is a type of only has topping any of (a mozzarella topping, and a tomato topping).
margherita is different from (a la reine, and a frutti di mare, and a fiorentina, and a sloppy giuseppe, and an american hot, and a veneziana, and an unclosed pizza, and a mushroom, and a pollo ad astra, and a caprina, and a cajun, and an american, and a giardiniera, and a prince carlo, and a capricciosa, and a siciliana, and a parmense, and a rosa, and a soho, and a quattro formaggi, and a four seasons, and a napoletana).","Margherita is a distinct type of pizza, specifically characterized by its toppings of mozzarella and tomato. It exclusively features these two toppings and does not include any others. Moreover, Margherita is different from a variety of other pizzas, such as La Reine, Frutti di Mare, Fiorentina, Sloppy Giuseppe, American Hot, Veneziana, any unclosed pizza, Mushroom, Pollo ad Astra, Caprina, Cajun, American, Giardiniera, Prince Carlo, Capricciosa, Siciliana, Parmense, Rosa, Soho, Quattro Formaggi, Four Seasons, and Napoletana.",5,gpt-4o
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#Veneziana,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .

:veneziana a owl:Class ;
    owl:disjointWith :american,
        :american_hot,
        :cajun,
        :capricciosa,
        :caprina,
        :fiorentina,
        :four_seasons,
        :frutti_di_mare,
        :giardiniera,
        :la_reine,
        :margherita,
        :mushroom,
        :napoletana,
        :parmense,
        :pollo_ad_astra,
        :prince_carlo,
        :quattro_formaggi,
        :rosa,
        :siciliana,
        :sloppy_giuseppe,
        :soho,
        :unclosed_pizza .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :tomato_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :caper_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :pine_kernels .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :mozzarella_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :onion_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :sultana_topping .

[] a owl:Restriction ;
    owl:allValuesFrom [ a owl:Class ;
            owl:unionOf [ rdf:first :caper_topping ;
                    rdf:rest [ rdf:first :mozzarella_topping ;
                            rdf:rest [ rdf:first :olive_topping ;
                                    rdf:rest [ rdf:first :onion_topping ;
                                            rdf:rest [ rdf:first :pine_kernels ;
                                                    rdf:rest [ rdf:first :sultana_topping ;
                                                            rdf:rest [ rdf:first :tomato_topping ;
                                                                    rdf:rest :nil ] ] ] ] ] ] ] ] ;
    owl:onProperty :has_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :olive_topping .

","veneziana is a type of a named pizza.
veneziana is a type of at least has topping some a caper topping.
veneziana is a type of at least has topping some a mozzarella topping.
veneziana is a type of at least has topping some a pine kernels.
veneziana is a type of at least has topping some a sultana topping.
veneziana is a type of at least has topping some a tomato topping.
veneziana is a type of at least has topping some an olive topping.
veneziana is a type of at least has topping some an onion topping.
veneziana is a type of only has topping any of (a caper topping, and a mozzarella topping, and an olive topping, and an onion topping, and a pine kernels, and a sultana topping, and a tomato topping).
veneziana is different from (a la reine, and a frutti di mare, and a fiorentina, and a margherita, and a sloppy giuseppe, and an american hot, and an unclosed pizza, and a mushroom, and a pollo ad astra, and a caprina, and a cajun, and a giardiniera, and an american, and a prince carlo, and a capricciosa, and a siciliana, and a parmense, and a rosa, and a soho, and a quattro formaggi, and a four seasons, and a napoletana).","The Veneziana is a specific type of pizza. It includes toppings such as capers, mozzarella, pine kernels, sultanas, tomatoes, olives, and onions. The Veneziana only has these specified toppings and is distinct from other pizzas like La Reine, Frutti di Mare, Fiorentina, Margherita, Sloppy Giuseppe, American Hot, any unclosed pizza, Mushroom, Pollo ad Astra, Caprina, Cajun, Giardiniera, American, Prince Carlo, Capricciosa, Siciliana, Parmense, Rosa, Soho, Quattro Formaggi, Four Seasons, and Napoletana.",10,gpt-4o
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#CajunSpiceTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .

:cajun_spice_topping a owl:Class ;
    owl:disjointWith :rosemary_topping .

[] a owl:Restriction ;
    owl:onProperty :has_spiciness ;
    owl:someValuesFrom :hot .

","cajun spice topping is a type of a herb spice topping.
cajun spice topping is a type of at least has spiciness some a hot.
cajun spice topping is different from a rosemary topping.","Cajun spice topping is a type of herb spice topping that has some level of spiciness, typically hot. It is distinct from rosemary topping.",3,gpt-4o
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#Pizza,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:pizza a owl:Class ;
    rdfs:label ""Pizza""@en ;
    owl:disjointWith :ice_cream,
        :pizza_base,
        :pizza_topping .

[] a owl:Restriction ;
    owl:onProperty :has_base ;
    owl:someValuesFrom :pizza_base .

","pizza is a type of a domain concept.
pizza is a type of at least has base some a pizza base.
pizza is different from (an ice cream, and a pizza base, and a pizza topping).","Pizza is a type of domain concept that must have a base, specifically a pizza base. It is distinct from ice cream, a pizza base, and a pizza topping.",3,gpt-4o
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#PrinceCarlo,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .

:prince_carlo a owl:Class ;
    owl:disjointWith :american,
        :american_hot,
        :cajun,
        :capricciosa,
        :caprina,
        :fiorentina,
        :four_seasons,
        :frutti_di_mare,
        :giardiniera,
        :la_reine,
        :margherita,
        :mushroom,
        :napoletana,
        :parmense,
        :pollo_ad_astra,
        :quattro_formaggi,
        :rosa,
        :siciliana,
        :sloppy_giuseppe,
        :soho,
        :unclosed_pizza,
        :veneziana .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :rosemary_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :mozzarella_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :tomato_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :parmesan_topping .

[] a owl:Restriction ;
    owl:allValuesFrom [ a owl:Class ;
            owl:unionOf [ rdf:first :leek_topping ;
                    rdf:rest [ rdf:first :mozzarella_topping ;
                            rdf:rest [ rdf:first :parmesan_topping ;
                                    rdf:rest [ rdf:first :rosemary_topping ;
                                            rdf:rest [ rdf:first :tomato_topping ;
                                                    rdf:rest :nil ] ] ] ] ] ] ;
    owl:onProperty :has_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :leek_topping .

","prince carlo is a type of a named pizza.
prince carlo is a type of at least has topping some a leek topping.
prince carlo is a type of at least has topping some a mozzarella topping.
prince carlo is a type of at least has topping some a parmesan topping.
prince carlo is a type of at least has topping some a rosemary topping.
prince carlo is a type of at least has topping some a tomato topping.
prince carlo is a type of only has topping any of (a leek topping, and a mozzarella topping, and a parmesan topping, and a rosemary topping, and a tomato topping).
prince carlo is different from (a la reine, and a frutti di mare, and a fiorentina, and a margherita, and an american hot, and a veneziana, and a sloppy giuseppe, and an unclosed pizza, and a mushroom, and a caprina, and a pollo ad astra, and a cajun, and an american, and a giardiniera, and a capricciosa, and a siciliana, and a parmense, and a rosa, and a soho, and a quattro formaggi, and a four seasons, and a napoletana).","Prince Carlo is a distinct type of named pizza that exclusively features specific toppings. It includes at least some leek, mozzarella, parmesan, rosemary, and tomato toppings. Prince Carlo is different from other pizzas such as La Reine, Frutti di Mare, Fiorentina, Margherita, American Hot, Veneziana, Sloppy Giuseppe, any unclosed pizza, Mushroom, Caprina, Pollo ad Astra, Cajun, American, Giardiniera, Capricciosa, Siciliana, Parmense, Rosa, Soho, Quattro Formaggi, Four Seasons, and Napoletana.",8,gpt-4o
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#PeperoniSausageTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .

:peperoni_sausage_topping a owl:Class ;
    owl:disjointWith :chicken_topping,
        :ham_topping,
        :hot_spiced_beef_topping .

[] a owl:Restriction ;
    owl:onProperty :has_spiciness ;
    owl:someValuesFrom :medium .

","peperoni sausage topping is a type of a meat topping.
peperoni sausage topping is a type of at least has spiciness some a medium.
peperoni sausage topping is different from (a chicken topping, and a hot spiced beef topping, and a ham topping).","Pepperoni sausage topping is a type of meat topping. It has a spiciness level that is at least medium. Additionally, it is distinct from chicken topping, hot spiced beef topping, and ham topping.",3,gpt-4o
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#PeperonataTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .

:peperonata_topping a owl:Class ;
    owl:disjointWith :green_pepper_topping,
        :jalapeno_pepper_topping,
        :sweet_pepper_topping .

[] a owl:Restriction ;
    owl:onProperty :has_spiciness ;
    owl:someValuesFrom :medium .

","peperonata topping is a type of a pepper topping.
peperonata topping is a type of at least has spiciness some a medium.
peperonata topping is different from (a jalapeno pepper topping, and a sweet pepper topping, and a green pepper topping).","Peperonata topping is a type of pepper topping that has a medium level of spiciness. It is distinct from jalapeno pepper topping, sweet pepper topping, and green pepper topping.",3,gpt-4o
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#SpicyTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:spicy_topping a owl:Class ;
    rdfs:comment ""Any pizza topping that has spiciness Hot""@en ;
    owl:equivalentClass [ a owl:Class ;
            owl:intersectionOf [ rdf:first :pizza_topping ;
                    rdf:rest [ rdf:first [ a owl:Restriction ;
                                    owl:onProperty :has_spiciness ;
                                    owl:someValuesFrom :hot ] ;
                            rdf:rest :nil ] ] ] .

","spicy topping is same as all of (a pizza topping, and at least has spiciness some a hot).",A spicy topping is a type of pizza topping that also has some level of spiciness.,1,gpt-4o
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#ParmesanTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .

:parmesan_topping a owl:Class ;
    owl:disjointWith :four_cheeses_topping,
        :goats_cheese_topping,
        :gorgonzola_topping,
        :mozzarella_topping .

[] a owl:Restriction ;
    owl:onProperty :has_spiciness ;
    owl:someValuesFrom :mild .

","parmesan topping is a type of a cheese topping.
parmesan topping is a type of at least has spiciness some a mild.
parmesan topping is different from (a goats cheese topping, and a gorgonzola topping, and a mozzarella topping, and a four cheeses topping).","Parmesan topping is a type of cheese topping that has a mild level of spiciness. It is distinct from goat cheese topping, gorgonzola topping, mozzarella topping, and four cheeses topping.",3,gpt-4o
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#SloppyGiuseppe,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .

:sloppy_giuseppe a owl:Class ;
    owl:disjointWith :american,
        :american_hot,
        :cajun,
        :capricciosa,
        :caprina,
        :fiorentina,
        :four_seasons,
        :frutti_di_mare,
        :giardiniera,
        :la_reine,
        :margherita,
        :mushroom,
        :napoletana,
        :parmense,
        :pollo_ad_astra,
        :prince_carlo,
        :quattro_formaggi,
        :rosa,
        :siciliana,
        :soho,
        :unclosed_pizza,
        :veneziana .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :hot_spiced_beef_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :mozzarella_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :tomato_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :onion_topping .

[] a owl:Restriction ;
    owl:allValuesFrom [ a owl:Class ;
            owl:unionOf [ rdf:first :green_pepper_topping ;
                    rdf:rest [ rdf:first :hot_spiced_beef_topping ;
                            rdf:rest [ rdf:first :mozzarella_topping ;
                                    rdf:rest [ rdf:first :onion_topping ;
                                            rdf:rest [ rdf:first :tomato_topping ;
                                                    rdf:rest :nil ] ] ] ] ] ] ;
    owl:onProperty :has_topping .

[] a owl:Restriction ;
    owl:onProperty :has_topping ;
    owl:someValuesFrom :green_pepper_topping .

","sloppy giuseppe is a type of a named pizza.
sloppy giuseppe is a type of at least has topping some a green pepper topping.
sloppy giuseppe is a type of at least has topping some a hot spiced beef topping.
sloppy giuseppe is a type of at least has topping some a mozzarella topping.
sloppy giuseppe is a type of at least has topping some a tomato topping.
sloppy giuseppe is a type of at least has topping some an onion topping.
sloppy giuseppe is a type of only has topping any of (a green pepper topping, and a hot spiced beef topping, and a mozzarella topping, and an onion topping, and a tomato topping).
sloppy giuseppe is different from (a la reine, and a frutti di mare, and a fiorentina, and a margherita, and a veneziana, and an american hot, and an unclosed pizza, and a mushroom, and a pollo ad astra, and a caprina, and a cajun, and an american, and a giardiniera, and a prince carlo, and a capricciosa, and a siciliana, and a parmense, and a rosa, and a soho, and a quattro formaggi, and a four seasons, and a napoletana).","The Sloppy Giuseppe is a named type of pizza that includes toppings such as green pepper, hot spiced beef, mozzarella, tomato, and onion. It is distinct in that it only includes these toppings and no others. Additionally, the Sloppy Giuseppe is different from various other pizzas like La Reine, Frutti di Mare, Fiorentina, Margherita, Veneziana, American Hot, any unclosed pizza, Mushroom, Pollo ad Astra, Caprina, Cajun, American, Giardiniera, Prince Carlo, Capricciosa, Siciliana, Parmense, Rosa, Soho, Quattro Formaggi, Four Seasons, and Napoletana.",8,gpt-4o
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#CheeseyPizza,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:cheesey_pizza a owl:Class ;
    rdfs:comment ""Any pizza that has at least 1 cheese topping.""@en ;
    owl:equivalentClass [ a owl:Class ;
            owl:intersectionOf [ rdf:first [ a owl:Restriction ;
                            owl:onProperty :has_topping ;
                            owl:someValuesFrom :cheese_topping ] ;
                    rdf:rest [ rdf:first :pizza ;
                            rdf:rest :nil ] ] ] .

","cheesey pizza is same as all of (at least has topping some a cheese topping, and a pizza).",A cheesy pizza is defined as having at least some cheese topping and being a pizza.,1,gpt-4o
