ontology,root,fragment,text,llm_text,model,statements,unique_concepts,unique_relationships,total_relationships,http://www.w3.org/2002/07/owl#disjointWith,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#onProperty,http://www.w3.org/2002/07/owl#someValuesFrom,http://www.w3.org/2002/07/owl#allValuesFrom,http://www.w3.org/2002/07/owl#unionOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2002/07/owl#equivalentClass,http://www.w3.org/2002/07/owl#intersectionOf,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2002/07/owl#minCardinality,http://www.w3.org/2002/07/owl#hasValue,http://www.w3.org/2002/07/owl#oneOf,http://www.w3.org/2002/07/owl#complementOf
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#VegetarianPizzaEquivalent2,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:vegetarian_pizza_equivalent2 a owl:Class ;
    rdfs:comment ""An alternative to VegetarianPizzaEquiv1 that does not require a definition of VegetarianTopping. Perhaps more difficult to maintain. Not equivalent to VegetarianPizza ""@en ;
    owl:equivalentClass [ a owl:Class ;
            owl:intersectionOf [ rdf:first :pizza ;
                    rdf:rest [ rdf:first [ a owl:Restriction ;
                                    owl:allValuesFrom [ a owl:Class ;
                                            owl:unionOf [ rdf:first :fruit_topping ;
                                                    rdf:rest [ rdf:first :herb_spice_topping ;
                                                            rdf:rest [ rdf:first :nut_topping ;
                                                                    rdf:rest [ rdf:first :sauce_topping ;
                                                                            rdf:rest [ rdf:first :vegetable_topping ;
                                                                                    rdf:rest [ rdf:first :cheese_topping ;
                                                                                            rdf:rest :nil ] ] ] ] ] ] ] ;
                                    owl:onProperty :has_topping ] ;
                            rdf:rest :nil ] ] ] .

","vegetarian pizza equivalent2 is same as all of (a pizza, and only has topping any of (a fruit topping, and a herb spice topping, and a nut topping, and a sauce topping, and a vegetable topping, and a cheese topping)).","A vegetarian pizza is equivalent to a pizza that only has toppings which can be any of the following: fruit toppings, herb and spice toppings, nut toppings, sauce toppings, vegetable toppings, and cheese toppings.",gpt-4o,1,12,9,26,,4,,1.0,,1.0,1.0,8.0,8.0,1.0,1.0,1.0,,,,,
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#LeekTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:leek_topping a owl:Class ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_spiciness ;
            owl:someValuesFrom :mild ],
        :vegetable_topping ;
    owl:disjointWith :artichoke_topping,
        :asparagus_topping,
        :caper_topping,
        :garlic_topping,
        :mushroom_topping,
        :olive_topping,
        :onion_topping,
        :pepper_topping,
        :petit_pois_topping,
        :rocket_topping,
        :spinach_topping,
        :tomato_topping .

","leek topping is a type of a vegetable topping.
leek topping is a type of at least has spiciness some a mild.
leek topping is different from (a pepper topping, and a petit pois topping, and a spinach topping, and a caper topping, and a garlic topping, and a mushroom topping, and a tomato topping, and a rocket topping, and an onion topping, and an olive topping, and an asparagus topping, and an artichoke topping).","Leek topping is a type of vegetable topping that has mild spiciness. It is distinct from pepper topping, petit pois topping, spinach topping, caper topping, garlic topping, mushroom topping, tomato topping, rocket topping, onion topping, olive topping, asparagus topping, and artichoke topping.",gpt-4o,3,18,5,18,12.0,2,2.0,1.0,1.0,,,,,,,,,,,,
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#JalapenoPepperTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:jalapeno_pepper_topping a owl:Class ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_spiciness ;
            owl:someValuesFrom :hot ],
        :pepper_topping ;
    owl:disjointWith :green_pepper_topping,
        :peperonata_topping,
        :sweet_pepper_topping .

","jalapeno pepper topping is a type of a pepper topping.
jalapeno pepper topping is a type of at least has spiciness some a hot.
jalapeno pepper topping is different from (a peperonata topping, and a green pepper topping, and a sweet pepper topping).","Jalapeno pepper topping is a type of pepper topping that has some level of spiciness, specifically a hot one. It differs from peperonata topping, green pepper topping, and sweet pepper topping.",gpt-4o,3,9,5,9,3.0,2,2.0,1.0,1.0,,,,,,,,,,,,
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#ArtichokeTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:artichoke_topping a owl:Class ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_spiciness ;
            owl:someValuesFrom :mild ],
        :vegetable_topping ;
    owl:disjointWith :asparagus_topping,
        :caper_topping,
        :garlic_topping,
        :leek_topping,
        :mushroom_topping,
        :olive_topping,
        :onion_topping,
        :pepper_topping,
        :petit_pois_topping,
        :rocket_topping,
        :spinach_topping,
        :tomato_topping .

","artichoke topping is a type of a vegetable topping.
artichoke topping is a type of at least has spiciness some a mild.
artichoke topping is different from (a pepper topping, and a petit pois topping, and a leek topping, and a spinach topping, and a caper topping, and a garlic topping, and a mushroom topping, and a tomato topping, and an asparagus topping, and an onion topping, and an olive topping, and a rocket topping).","Artichoke topping is a type of vegetable topping that has at least some mild spiciness. It is distinct from pepper topping, petit pois topping, leek topping, spinach topping, caper topping, garlic topping, mushroom topping, tomato topping, asparagus topping, onion topping, and olive topping.",gpt-4o,3,18,5,18,12.0,2,2.0,1.0,1.0,,,,,,,,,,,,
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#SundriedTomatoTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:sundried_tomato_topping a owl:Class ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_spiciness ;
            owl:someValuesFrom :mild ],
        :tomato_topping ;
    owl:disjointWith :sliced_tomato_topping .

","sundried tomato topping is a type of a tomato topping.
sundried tomato topping is a type of at least has spiciness some a mild.
sundried tomato topping is different from a sliced tomato topping.",Sundried tomato topping is a type of tomato topping that has at least some mild spiciness. It is distinct from a sliced tomato topping.,gpt-4o,3,7,5,7,1.0,2,2.0,1.0,1.0,,,,,,,,,,,,
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#FourSeasons,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:four_seasons a owl:Class ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :tomato_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :anchovies_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :mushroom_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :peperoni_sausage_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :mozzarella_topping ],
        [ a owl:Restriction ;
            owl:allValuesFrom [ a owl:Class ;
                    owl:unionOf [ rdf:first :anchovies_topping ;
                            rdf:rest [ rdf:first :caper_topping ;
                                    rdf:rest [ rdf:first :mozzarella_topping ;
                                            rdf:rest [ rdf:first :mushroom_topping ;
                                                    rdf:rest [ rdf:first :olive_topping ;
                                                            rdf:rest [ rdf:first :peperoni_sausage_topping ;
                                                                    rdf:rest [ rdf:first :tomato_topping ;
                                                                            rdf:rest :nil ] ] ] ] ] ] ] ] ;
            owl:onProperty :has_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :caper_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :olive_topping ],
        :named_pizza ;
    owl:disjointWith :american,
        :american_hot,
        :cajun,
        :capricciosa,
        :caprina,
        :fiorentina,
        :frutti_di_mare,
        :giardiniera,
        :la_reine,
        :margherita,
        :mushroom,
        :napoletana,
        :parmense,
        :pollo_ad_astra,
        :prince_carlo,
        :quattro_formaggi,
        :rosa,
        :siciliana,
        :sloppy_giuseppe,
        :soho,
        :unclosed_pizza,
        :veneziana .

","four seasons is a type of a named pizza.
four seasons is a type of at least has topping some a caper topping.
four seasons is a type of at least has topping some a mozzarella topping.
four seasons is a type of at least has topping some a mushroom topping.
four seasons is a type of at least has topping some a peperoni sausage topping.
four seasons is a type of at least has topping some a tomato topping.
four seasons is a type of at least has topping some an anchovies topping.
four seasons is a type of at least has topping some an olive topping.
four seasons is a type of only has topping any of (an anchovies topping, and a caper topping, and a mozzarella topping, and a mushroom topping, and an olive topping, and a peperoni sausage topping, and a tomato topping).
four seasons is different from (a la reine, and a frutti di mare, and a fiorentina, and a margherita, and an american hot, and a veneziana, and a sloppy giuseppe, and an unclosed pizza, and a mushroom, and a caprina, and a pollo ad astra, and a cajun, and a giardiniera, and an american, and a prince carlo, and a capricciosa, and a siciliana, and a parmense, and a rosa, and a soho, and a quattro formaggi, and a napoletana).","The Four Seasons is a type of named pizza that includes various toppings. Specifically, it has caper, mozzarella, mushroom, peperoni sausage, tomato, anchovies, and olive toppings. It only includes these toppings and no others. Additionally, the Four Seasons pizza is distinct from pizzas such as La Reine, Frutti di Mare, Fiorentina, Margherita, American Hot, Veneziana, Sloppy Giuseppe, any unclosed pizza, Mushroom, Caprina, Pollo ad Astra, Cajun, Giardiniera, American, Prince Carlo, Capricciosa, Siciliana, Parmense, Rosa, Soho, Quattro Formaggi, and Napoletana.",gpt-4o,10,35,9,72,22.0,10,9.0,8.0,7.0,1.0,1.0,7.0,7.0,,,,,,,,
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#Napoletana,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:napoletana a owl:Class ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :anchovies_topping ],
        [ a owl:Restriction ;
            owl:allValuesFrom [ a owl:Class ;
                    owl:unionOf [ rdf:first :anchovies_topping ;
                            rdf:rest [ rdf:first :caper_topping ;
                                    rdf:rest [ rdf:first :mozzarella_topping ;
                                            rdf:rest [ rdf:first :olive_topping ;
                                                    rdf:rest [ rdf:first :tomato_topping ;
                                                            rdf:rest :nil ] ] ] ] ] ] ;
            owl:onProperty :has_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :mozzarella_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :caper_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :tomato_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :olive_topping ],
        :named_pizza ;
    owl:disjointWith :american,
        :american_hot,
        :cajun,
        :capricciosa,
        :caprina,
        :fiorentina,
        :four_seasons,
        :frutti_di_mare,
        :giardiniera,
        :la_reine,
        :margherita,
        :mushroom,
        :parmense,
        :pollo_ad_astra,
        :prince_carlo,
        :quattro_formaggi,
        :rosa,
        :siciliana,
        :sloppy_giuseppe,
        :soho,
        :unclosed_pizza,
        :veneziana .

","napoletana is a type of a named pizza.
napoletana is a type of at least has topping some a caper topping.
napoletana is a type of at least has topping some a mozzarella topping.
napoletana is a type of at least has topping some a tomato topping.
napoletana is a type of at least has topping some an anchovies topping.
napoletana is a type of at least has topping some an olive topping.
napoletana is a type of only has topping any of (an anchovies topping, and a caper topping, and a mozzarella topping, and an olive topping, and a tomato topping).
napoletana is different from (a la reine, and a frutti di mare, and a fiorentina, and a margherita, and an american hot, and a sloppy giuseppe, and a veneziana, and an unclosed pizza, and a mushroom, and a caprina, and a pollo ad astra, and a cajun, and a giardiniera, and an american, and a prince carlo, and a capricciosa, and a siciliana, and a parmense, and a rosa, and a soho, and a quattro formaggi, and a four seasons).","Napoletana is a specific type of pizza that must include toppings such as capers, mozzarella, tomatoes, anchovies, and olives. It exclusively features these toppings and is distinct from other pizzas like la reine, frutti di mare, fiorentina, margherita, american hot, sloppy giuseppe, veneziana, unclosed pizza, mushroom, caprina, pollo ad astra, cajun, giardiniera, american, prince carlo, capricciosa, siciliana, parmense, rosa, soho, quattro formaggi, and four seasons.",gpt-4o,8,33,9,60,22.0,8,7.0,6.0,5.0,1.0,1.0,5.0,5.0,,,,,,,,
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#SauceTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:sauce_topping a owl:Class ;
    rdfs:subClassOf :pizza_topping ;
    owl:disjointWith :cheese_topping,
        :fish_topping,
        :fruit_topping,
        :herb_spice_topping,
        :meat_topping,
        :nut_topping,
        :vegetable_topping .

","sauce topping is a type of a pizza topping.
sauce topping is different from (a fruit topping, and a cheese topping, and a herb spice topping, and a meat topping, and a fish topping, and a nut topping, and a vegetable topping).","Sauce topping is a type of pizza topping, distinct from fruit topping, cheese topping, herb spice topping, meat topping, fish topping, nut topping, and vegetable topping.",gpt-4o,2,10,3,9,7.0,1,1.0,,,,,,,,,,,,,,
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#Margherita,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:margherita a owl:Class ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :mozzarella_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :tomato_topping ],
        [ a owl:Restriction ;
            owl:allValuesFrom [ a owl:Class ;
                    owl:unionOf [ rdf:first :mozzarella_topping ;
                            rdf:rest [ rdf:first :tomato_topping ;
                                    rdf:rest :nil ] ] ] ;
            owl:onProperty :has_topping ],
        :named_pizza ;
    owl:disjointWith :american,
        :american_hot,
        :cajun,
        :capricciosa,
        :caprina,
        :fiorentina,
        :four_seasons,
        :frutti_di_mare,
        :giardiniera,
        :la_reine,
        :mushroom,
        :napoletana,
        :parmense,
        :pollo_ad_astra,
        :prince_carlo,
        :quattro_formaggi,
        :rosa,
        :siciliana,
        :sloppy_giuseppe,
        :soho,
        :unclosed_pizza,
        :veneziana .

","margherita is a type of a named pizza.
margherita is a type of at least has topping some a mozzarella topping.
margherita is a type of at least has topping some a tomato topping.
margherita is a type of only has topping any of (a mozzarella topping, and a tomato topping).
margherita is different from (a la reine, and a frutti di mare, and a fiorentina, and a sloppy giuseppe, and an american hot, and a veneziana, and an unclosed pizza, and a mushroom, and a pollo ad astra, and a caprina, and a cajun, and an american, and a giardiniera, and a prince carlo, and a capricciosa, and a siciliana, and a parmense, and a rosa, and a soho, and a quattro formaggi, and a four seasons, and a napoletana).","Margherita is a specific type of pizza that includes at least some mozzarella and tomato toppings. It does not have any other toppings besides mozzarella and tomato. Margherita is distinct from other pizzas such as La Reine, Frutti di Mare, Fiorentina, Sloppy Giuseppe, American Hot, Veneziana, unclosed pizza, Mushroom, Pollo ad Astra, Caprina, Cajun, American, Giardiniera, Prince Carlo, Capricciosa, Siciliana, Parmense, Rosa, Soho, Quattro Formaggi, Four Seasons, and Napoletana.",gpt-4o,5,30,9,42,22.0,5,4.0,3.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#Veneziana,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:veneziana a owl:Class ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :tomato_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :caper_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :pine_kernels ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :mozzarella_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :onion_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :sultana_topping ],
        [ a owl:Restriction ;
            owl:allValuesFrom [ a owl:Class ;
                    owl:unionOf [ rdf:first :caper_topping ;
                            rdf:rest [ rdf:first :mozzarella_topping ;
                                    rdf:rest [ rdf:first :olive_topping ;
                                            rdf:rest [ rdf:first :onion_topping ;
                                                    rdf:rest [ rdf:first :pine_kernels ;
                                                            rdf:rest [ rdf:first :sultana_topping ;
                                                                    rdf:rest [ rdf:first :tomato_topping ;
                                                                            rdf:rest :nil ] ] ] ] ] ] ] ] ;
            owl:onProperty :has_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :olive_topping ],
        :named_pizza ;
    owl:disjointWith :american,
        :american_hot,
        :cajun,
        :capricciosa,
        :caprina,
        :fiorentina,
        :four_seasons,
        :frutti_di_mare,
        :giardiniera,
        :la_reine,
        :margherita,
        :mushroom,
        :napoletana,
        :parmense,
        :pollo_ad_astra,
        :prince_carlo,
        :quattro_formaggi,
        :rosa,
        :siciliana,
        :sloppy_giuseppe,
        :soho,
        :unclosed_pizza .

","veneziana is a type of a named pizza.
veneziana is a type of at least has topping some a caper topping.
veneziana is a type of at least has topping some a mozzarella topping.
veneziana is a type of at least has topping some a pine kernels.
veneziana is a type of at least has topping some a sultana topping.
veneziana is a type of at least has topping some a tomato topping.
veneziana is a type of at least has topping some an olive topping.
veneziana is a type of at least has topping some an onion topping.
veneziana is a type of only has topping any of (a caper topping, and a mozzarella topping, and an olive topping, and an onion topping, and a pine kernels, and a sultana topping, and a tomato topping).
veneziana is different from (a la reine, and a frutti di mare, and a fiorentina, and a margherita, and a sloppy giuseppe, and an american hot, and an unclosed pizza, and a mushroom, and a pollo ad astra, and a caprina, and a cajun, and a giardiniera, and an american, and a prince carlo, and a capricciosa, and a siciliana, and a parmense, and a rosa, and a soho, and a quattro formaggi, and a four seasons, and a napoletana).","The Veneziana is a specific type of pizza distinguished by its unique toppings. It includes capers, mozzarella, pine kernels, sultanas, tomatoes, olives, and onions, but no other toppings. This sets it apart from other pizzas such as La Reine, Frutti di Mare, Fiorentina, Margherita, Sloppy Giuseppe, American Hot, any unclosed pizza, Mushroom, Pollo ad Astra, Caprina, Cajun, Giardiniera, American, Prince Carlo, Capricciosa, Siciliana, Parmense, Rosa, Soho, Quattro Formaggi, Four Seasons, and Napoletana.",gpt-4o,10,35,9,72,22.0,10,9.0,8.0,7.0,1.0,1.0,7.0,7.0,,,,,,,,
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#CajunSpiceTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:cajun_spice_topping a owl:Class ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_spiciness ;
            owl:someValuesFrom :hot ],
        :herb_spice_topping ;
    owl:disjointWith :rosemary_topping .

","cajun spice topping is a type of a herb spice topping.
cajun spice topping is a type of at least has spiciness some a hot.
cajun spice topping is different from a rosemary topping.","Cajun spice topping is a type of herb spice topping known for its spiciness, particularly being somewhat hot. It is distinct from rosemary topping.",gpt-4o,3,7,5,7,1.0,2,2.0,1.0,1.0,,,,,,,,,,,,
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#Pizza,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:pizza a owl:Class ;
    rdfs:label ""Pizza""@en ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_base ;
            owl:someValuesFrom :pizza_base ],
        :domain_concept ;
    owl:disjointWith :ice_cream,
        :pizza_base,
        :pizza_topping .

","pizza is a type of a domain concept.
pizza is a type of at least has base some a pizza base.
pizza is different from (an ice cream, and a pizza base, and a pizza topping).","Pizza is a domain concept that must include a pizza base. It is distinct from ice cream, a pizza base, and a pizza topping.",gpt-4o,3,8,6,10,3.0,2,2.0,1.0,1.0,,,,,,,,1.0,,,,
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#PrinceCarlo,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:prince_carlo a owl:Class ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :rosemary_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :mozzarella_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :tomato_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :parmesan_topping ],
        [ a owl:Restriction ;
            owl:allValuesFrom [ a owl:Class ;
                    owl:unionOf [ rdf:first :leek_topping ;
                            rdf:rest [ rdf:first :mozzarella_topping ;
                                    rdf:rest [ rdf:first :parmesan_topping ;
                                            rdf:rest [ rdf:first :rosemary_topping ;
                                                    rdf:rest [ rdf:first :tomato_topping ;
                                                            rdf:rest :nil ] ] ] ] ] ] ;
            owl:onProperty :has_topping ],
        [ a owl:Restriction ;
            owl:onProperty :has_topping ;
            owl:someValuesFrom :leek_topping ],
        :named_pizza ;
    owl:disjointWith :american,
        :american_hot,
        :cajun,
        :capricciosa,
        :caprina,
        :fiorentina,
        :four_seasons,
        :frutti_di_mare,
        :giardiniera,
        :la_reine,
        :margherita,
        :mushroom,
        :napoletana,
        :parmense,
        :pollo_ad_astra,
        :quattro_formaggi,
        :rosa,
        :siciliana,
        :sloppy_giuseppe,
        :soho,
        :unclosed_pizza,
        :veneziana .

","prince carlo is a type of a named pizza.
prince carlo is a type of at least has topping some a leek topping.
prince carlo is a type of at least has topping some a mozzarella topping.
prince carlo is a type of at least has topping some a parmesan topping.
prince carlo is a type of at least has topping some a rosemary topping.
prince carlo is a type of at least has topping some a tomato topping.
prince carlo is a type of only has topping any of (a leek topping, and a mozzarella topping, and a parmesan topping, and a rosemary topping, and a tomato topping).
prince carlo is different from (a la reine, and a frutti di mare, and a fiorentina, and a margherita, and an american hot, and a veneziana, and a sloppy giuseppe, and an unclosed pizza, and a mushroom, and a caprina, and a pollo ad astra, and a cajun, and an american, and a giardiniera, and a capricciosa, and a siciliana, and a parmense, and a rosa, and a soho, and a quattro formaggi, and a four seasons, and a napoletana).","Prince Carlo is a unique type of pizza. It includes toppings such as leek, mozzarella, parmesan, rosemary, and tomato. Prince Carlo does not feature any other toppings beyond these. It is distinct from other pizzas like La Reine, Frutti di Mare, Fiorentina, Margherita, American Hot, Veneziana, Sloppy Giuseppe, unclosed pizza, Mushroom, Caprina, Pollo ad Astra, Cajun, American, Giardiniera, Capricciosa, Siciliana, Parmense, Rosa, Soho, Quattro Formaggi, Four Seasons, and Napoletana.",gpt-4o,8,33,9,60,22.0,8,7.0,6.0,5.0,1.0,1.0,5.0,5.0,,,,,,,,
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#PeperoniSausageTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:peperoni_sausage_topping a owl:Class ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_spiciness ;
            owl:someValuesFrom :medium ],
        :meat_topping ;
    owl:disjointWith :chicken_topping,
        :ham_topping,
        :hot_spiced_beef_topping .

","peperoni sausage topping is a type of a meat topping.
peperoni sausage topping is a type of at least has spiciness some a medium.
peperoni sausage topping is different from (a chicken topping, and a hot spiced beef topping, and a ham topping).","Pepperoni sausage topping is a type of meat topping that has medium spiciness. It is distinct from chicken topping, hot spiced beef topping, and ham topping.",gpt-4o,3,9,5,9,3.0,2,2.0,1.0,1.0,,,,,,,,,,,,
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#PeperonataTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:peperonata_topping a owl:Class ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_spiciness ;
            owl:someValuesFrom :medium ],
        :pepper_topping ;
    owl:disjointWith :green_pepper_topping,
        :jalapeno_pepper_topping,
        :sweet_pepper_topping .

","peperonata topping is a type of a pepper topping.
peperonata topping is a type of at least has spiciness some a medium.
peperonata topping is different from (a jalapeno pepper topping, and a sweet pepper topping, and a green pepper topping).","Peperonata topping is a type of pepper topping that has at least some medium spiciness. It is distinct from jalapeno pepper topping, sweet pepper topping, and green pepper topping.",gpt-4o,3,9,5,9,3.0,2,2.0,1.0,1.0,,,,,,,,,,,,
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#SpicyTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:spicy_topping a owl:Class ;
    rdfs:comment ""Any pizza topping that has spiciness Hot""@en ;
    owl:equivalentClass [ a owl:Class ;
            owl:intersectionOf [ rdf:first :pizza_topping ;
                    rdf:rest [ rdf:first [ a owl:Restriction ;
                                    owl:onProperty :has_spiciness ;
                                    owl:someValuesFrom :hot ] ;
                            rdf:rest :nil ] ] ] .

","spicy topping is same as all of (a pizza topping, and at least has spiciness some a hot).",A spicy topping is a type of pizza topping that has some level of spiciness.,gpt-4o,1,7,8,12,,3,,1.0,1.0,,,2.0,2.0,1.0,1.0,1.0,,,,,
pizza,http://www.co-ode.org/ontologies/pizza/2005/10/18/pizza.owl#ParmesanTopping,"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:parmesan_topping a owl:Class ;
    rdfs:subClassOf [ a owl:Restriction ;
            owl:onProperty :has_spiciness ;
            owl:someValuesFrom :mild ],
        :cheese_topping ;
    owl:disjointWith :four_cheeses_topping,
        :goats_cheese_topping,
        :gorgonzola_topping,
        :mozzarella_topping .

","parmesan topping is a type of a cheese topping.
parmesan topping is a type of at least has spiciness some a mild.
parmesan topping is different from (a goats cheese topping, and a gorgonzola topping, and a mozzarella topping, and a four cheeses topping).","Parmesan topping is a type of cheese topping that possesses a mild spiciness. It is distinct from goat cheese topping, gorgonzola topping, mozzarella topping, and four cheeses topping.",gpt-4o,3,10,5,10,4.0,2,2.0,1.0,1.0,,,,,,,,,,,,
